# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    149     47      -    100     13      0      0      0      0  10501    465  23722      5      0 
    1    141     54      -      0      0      0      0      0      0  10501    615  23734      5      0 
    0    149     47      -    100     12      0      0      0      0  10501    480  23722      5      0 
    1    150     53      -      0      0      0      0      0      0  10501   1080  23734      5      0 
    0    149     47      -    100     13      0      0      0      0  10501    465  23722      5      0 
    1    130     52      -    100     16      0      0      0      0  10501   2520  23734      5      0 
    0    149     47      -    100     12      0      0      0      0  10501    480  23722      5      0 
    1    123     56      -    100     16      0      0      0      0  10501   1005  23734      5      0 
    0    150     47      -     71     14      0      0      0      0  10501    465  23722      5      0 
    1    136     55      -    100     17      0      0      0      0  10501    630  23734      5      0 
    0    138     45      -      0      0      0      0      0      0  10501   2520  23722      5      0 
    1    147     55      -     90     15      0      0      0      0  10501    630  23734      5      0 
    0    128     47      -    100     15      0      0      0      0  10501    555  23722      5      0 
    1    109     51      -      0      0      0      0      0      0  10501    405  23734      5      0 
    0    150     47      -     76     14      0      0      0      0  10501    465  23722      5      0 
    1    135     55      -    100     17      0      0      0      0  10501    615  23734      5      0 
    0    150     47      -    100     13      0      0      0      0  10501    495  23722      5      0 
    1    142     55      -      0      0      0      0      0      0  10501    630  23734      5      0 
    0    149     47      -    100     12      0      0      0      0  10501    480  23722      5      0 
    1    140     55      -      0      0      0      0      0      0  10501    600  23734      5      0 
    0    149     47      -    100     13      0      0      0      0  10501    495  23722      5      0 
    1    141     55      -     96     24      0      0      0      0  10501   1410  23734      5      0 
    0    149     47      -    100     12      0      0      0      0  10501    495  23722      5      0 
    1    130     53      -    100     16      0      0      0      0  10501   2520  23734      5      0 
    0    149     47      -    100     12      0      0      0      0  10501    480  23722      5      0 
    1    122     52      -    100     16      0      0      0      0  10501   2520  23734      5      0 
    0    120     48      -    100     15      0      0      0      0  10501    540  23722      5      0 
    1    125     52      -    100     15      0      0      0      0  10501   2520  23734      5      0 
    0    151     47      -    100     12      0      0      0      0  10501    525  23722      5      0 
    1    123     52      -    100     20      0      0      0      0  10501   2520  23734      5      0 
    0    149     47      -    100     13      0      0      0      0  10501    510  23722      5      0 
    1    121     52      -    100     16      0      0      0      0  10501   2520  23734      5      0 
    0    149     48      -     86     11      0      0      0      0  10501    495  23722      5      0 
    1    144     56      -    100     16      0      0      0      0  10501    555  23734      5      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    150     48      -    100     16      0      0      0      0  10501    495  23722      5      0 
    1    147     55      -     48     10      0      0      0      0  10501    630  23734      5      0 
    0    151     48      -    100     13      0      0      0      0  10501    525  23722      5      0 
    1    150     55      -      0      0      0      0      0      0  10501    600  23734      5      0 
    0    150     48      -    100     13      0      0      0      0  10501    510  23722      5      0 
    1    135     56      -     37     15      0      0      0      0  10501    615  23734      5      0 
    0    117     45      -      0      0      0      0      0      0  10501   2520  23722      5      0 
    1    138     56      -    100     14      0      0      0      0  10501   1905  23734      5      0 
    0    156     48      -    100     12      0      0      0      0  10501    450  23722      5      0 
    1    115     55      -      0      0      0      0      0      0  10501    615  23734      5      0 
    0    149     48      -    100     13      0      0      0      0  10501    465  23722      5      0 
    1    139     56      -    100     25      0      0      0      0  10501   1800  23734      5      0 
    0    149     48      -    100     12      0      0      0      0  10501    480  23722      5      0 
    1    126     52      -    100     16      0      0      0      0  10501   2520  23734      5      0 
    0    148     48      -    100     12      0      0      0      0  10501    465  23722      5      0 
    1    135     55      -    100     16      0      0      0      0  10501    585  23734      5      0 
    0    150     48      -     73     14      0      0      0      0  10501    465  23722      5      0 
    1    150     56      -    100     17      0      0      0      0  10501    615  23734      5      0 
    0    149     48      -    100     13      0      0      0      0  10501    480  23722      5      0 
    1    137     56      -      0      0      0      0      0      0  10501    630  23734      5      0 
    0    122     45      -      0      0      0      0      0      0  10501   2520  24414      5      0 
    1    151     56      -      0      0      0      0      0      0  10501    600  24374      5      0 
    0    143     48      -    100     16      0      0      0      0  10501    435  24414      5      0 
    1    104     56      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    150     48      -    100     13      0      0      0      0  10501    465  24414      5      0 
    1    141     56      -      0      0      0      0      0      0  10501    600  24374      5      0 
    0    148     48      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    141     56      -      0      0      0      0      0      0  10501    615  24374      5      0 
    0    149     48      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    139     54      -     77     21      0      0      0      0  10501   2415  24374      5      0 
    0    149     48      -    100     12      0      0      0      0  10501    450  24414      5      0 
    1    134     53      -    100     12      0      0      0      0  10501   2520  24374      5      0 
    0    149     48      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    132     56      -    100     16      0      0      0      0  10501    615  24374      5      0 
    0    150     47      -     70     14      0      0      0      0  10501    420  24414      5      0 
    1    153     56      -    100     16      0      0      0      0  10501    540  24374      5      0 
    0    150     49      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    141     56      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    149     48      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    139     56      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    140     56      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    140     56      -     57     18      0      0      0      0  10501    615  24374      5      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    149     49      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    142     53      -    100     32      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    450  24414      5      0 
    1    130     54      -    100     14      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    134     54      -    100     14      0      0      0      0  10501   2520  24374      5      0 
    0    110     46      -      0      0      0      0      0      0  10501   2520  24414      5      0 
    1    133     53      -    100     14      0      0      0      0  10501   2520  24374      5      0 
    0    152     48      -    100     12      0      0      0      0  10501    435  24414      5      0 
    1    109     56      -      0      0      0      0      0      0  10501    600  24374      5      0 
    0    148     49      -    100     12      0      0      0      0  10501    450  24414      5      0 
    1    141     55      -     42     18      0      0      0      0  10501   2325  24374      5      0 
    0    148     48      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    132     53      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    123     53      -    100     16      0      0      0      0  10501    405  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    137     56      -    100     16      0      0      0      0  10501    630  24374      5      0 
    0    150     49      -     72     14      0      0      0      0  10501    450  24414      5      0 
    1    146     57      -    100     17      0      0      0      0  10501    615  24374      5      0 
    0    150     49      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    144     57      -      0      0      0      0      0      0  10501    615  24374      5      0 
    0    148     49      -    100     12      0      0      0      0  10501    450  24414      5      0 
    1    150     57      -      0      0      0      0      0      0  10501    615  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    132     57      -     17      8      0      0      0      0  10501    630  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    145     54      -     99     41      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    126     54      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    128     54      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    128     53      -    100     16      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    131     60      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    117     49      -    100     14      0      0      0      0  10501    540  24414      5      0 
    1    128     53      -    100     16      0      0      0      0  10501   2520  24374      5      0 
    0    154     49      -    100     12      0      0      0      0  10501    435  24414      5      0 
    1    122     54      -    100     16      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    450  24414      5      0 
    1    124     53      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    465  24414      5      0 
    1    137     57      -    100     17      0      0      0      0  10501    615  24374      5      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    149     49      -    100     12      0      0      0      0  10501   1440  24414      5      0 
    1    147     57      -     92     17      0      0      0      0  10501    630  24374      5      0 
    0    150     49      -     75     14      0      0      0      0  10501    480  24414      5      0 
    1    141     57      -      0      0      0      0      0      0  10501    615  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    495  24414      5      0 
    1    148     57      -     26     13      0      0      0      0  10501   1935  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    495  24414      5      0 
    1    133     55      -    100     34      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    126     55      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    126     55      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    127     54      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    480  24414      5      0 
    1    128     54      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     11      0      0      0      0  10501    495  24414      5      0 
    1    127     59      -    100     15      0      0      0      0  10501    495  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    135     57      -    100     15      0      0      0      0  10501    600  24374      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    435  24414      5      0 
    1    148     60      -    100     15      0      0      0      0  10501    420  24374      5      0 
    0    120     50      -    100     14      0      0      0      0  10501    525  24414      5      0 
    1    132     54      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    152     49      -    100     12      0      0      0      0  10501    495  24414      5      0 
    1    121     54      -    100     17      0      0      0      0  10501   2520  24374      5      0 
    0    149     49      -    100     12      0      0      0      0  10501    480  24414      5      0 
    1    128     57      -    100     16      0      0      0      0  10501    615  24374      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    495  24414      5      0 
    1    152     58      -    100     17      0      0      0      0  10501    555  24374      5      0 
    0    152     52      -     92     20      0      0      0      0  10501    495  24414      5      0 
    1    131     57      -      0      0      0      0      0      0  10501    600  24374      5      0 
    0    153     50      -    100     13      0      0      0      0  10501    495  24414      5      0 
    1    145     58      -      0      0      0      0      0      0  10501    615  24374      5      0 
    0    150     50      -    100     13      0      0      0      0  10501    510  24414      5      0 
    1    140     55      -    100     15      0      0      0      0  10501   2520  24374      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    495  24414      5      0 
    1    134     54      -    100     12      0      0      0      0  10501   2520  24374      5      0 
    0    150     50      -    100     12      0      0      0      0  10501    510  24414      5      0 
    1    125     54      -    100     16      0      0      0      0  10501   2520  24374      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    465  24414      5      0 
    1    135     57      -    100     15      0      0      0      0  10501    390  24374      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    495  24414      5      0 
    1    152     58      -    100     17      0      0      0      0  10501    585  24374      5      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    147     50      -     76      8      0      0      0      0  10501    510  24414      5      0 
    1    131     58      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    150     48      -     69     14      0      0      0      0  10501    615  24414      5      0 
    1    141     58      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    150     51      -    100     17      0      0      0      0  10501    465  24414      5      0 
    1    143     58      -      0      0      0      0      0      0  10501    630  24374      5      0 
    0    136     47      -      0      0      0      0      0      0  10501   2520  25798      5      0 
    1    150     58      -      0      0      0      0      0      0  10501    615  25636      5      0 
    0    125     50      -    100     14      0      0      0      0  10501    540  25798      5      0 
    1     98     58      -      0      0      0      0      0      0  10501    585  25654      5      0 
    0    150     50      -    100     14      0      0      0      0  10501    525  25798      5      0 
    1    144     58      -    100     17      0      0      0      0  10501    600  25654      5      0 
    0    151     50      -     76     15      0      0      0      0  10501    495  25798      5      0 
    1    141     58      -      0      0      0      0      0      0  10501    600  25654      5      0 
    0    150     50      -    100     13      0      0      0      0  10501    495  25798      5      0 
    1    140     58      -      0      0      0      0      0      0  10501    600  25654      5      0 
    0    150     50      -    100     12      0      0      0      0  10501    495  25798      5      0 
    1    143     58      -     55     17      0      0      0      0  10501   1755  25654      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    495  25798      5      0 
    1    135     55      -    100     16      0      0      0      0  10501   2520  25654      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    465  25798      5      0 
    1    124     54      -    100     16      0      0      0      0  10501   2520  25654      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    480  25798      5      0 
    1    139     58      -    100     16      0      0      0      0  10501    630  25654      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    465  25798      5      0 
    1    141     58      -    100     16      0      0      0      0  10501    615  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    630  25798      5      0 
    1    145     58      -    100     16      0      0      0      0  10501    615  25654      5      0 
    0    149     49      -     96     11      0      0      0      0  10501    435  25798      5      0 
    1    141     58      -     44      6      0      0      0      0  10501    645  25654      5      0 
    0    150     50      -     69     14      0      0      0      0  10501    480  25798      5      0 
    1    139     58      -      0      0      0      0      0      0  10501    615  25654      5      0 
    0    150     50      -     88     17      0      0      0      0  10501    480  25798      5      0 
    1    149     58      -      0      0      0      0      0      0  10501    615  25654      5      0 
    0    151     50      -    100     13      0      0      0      0  10501    495  25798      5      0 
    1    131     58      -     11      5      0      0      0      0  10501    630  25654      5      0 
    0    149     50      -    100     12      0      0      0      0  10501    480  25798      5      0 
    1    141     58      -     52     15      0      0      0      0  10501    615  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    480  25798      5      0 
    1    141     58      -     88     20      0      0      0      0  10501    630  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    465  25798      5      0 
    1    139     58      -    100     18      0      0      0      0  10501   1020  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    495  25798      5      0 
    1    140     57      -    100     18      0      0      0      0  10501   2280  25654      5      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    149     50      -    100     11      0      0      0      0  10501    480  25798      5      0 
    1    145     56      -    100     18      0      0      0      0  10501   2520  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    510  25798      5      0 
    1    133     58      -    100     13      0      0      0      0  10501   1260  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    465  25798      5      0 
    1    141     58      -    100     12      0      0      0      0  10501   1485  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    465  25798      5      0 
    1    138     56      -    100     14      0      0      0      0  10501   2520  25654      5      0 
    0    149     50      -    100     10      0      0      0      0  10501    480  25798      5      0 
    1    133     59      -    100     13      0      0      0      0  10501    495  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    510  25798      5      0 
    1    140     59      -    100     14      0      0      0      0  10501    525  25654      5      0 
    0    150     50      -    100     11      0      0      0      0  10501    465  25798      5      0 
    1    139     59      -    100     14      0      0      0      0  10501    630  25654      5      0 
    0    149     50      -    100     10      0      0      0      0  10501    465  25798      5      0 
    1    140     59      -     85     20      0      0      0      0  10501    630  25654      5      0 
    0    149     50      -    100     11      0      0      0      0  10501    465  25798      5      0 
    1    138     59      -     30     11      0      0      0      0  10501    630  25654      5      0 
    0    149     50      -    100     10      0      0      0      0  10501    480  25798      5      0 
    1    140     59      -      0      0      0      0      0      0  10501    645  25654      5      0 
    0    149     50      -    100     18      0      0      0      0  10501    435  25798      5      0 
    1    137     59      -      0      0      0      0      0      0  10501    645  25654      5      0 
    0    150     51      -    100     13      0      0      0      0  10501    435  25798      5      0 
    1    138     59      -      0      0      0      0      0      0  10501    645  25654      5      0 
    0    145     49      -     28      3      0      0      0      0  10501   2520  25798      5      0 
    1    151     59      -     58      6      0      0      0      0  10501    645  25654      5      0 
